abandon	abbandonato
sortie	sorteggiare
sortie	sortire
sortie	sottile
sortie	sovvertire
sortie	tortile
souflia	solista
soul	sol
soulmate	solato
souse	house
southerner	sostenere
souvenir	sovvenire
sovereign	poverino
soviet	sovente
soviet	sovietico
spa	spia
space	spanciare
space	spiare
space	spiacere
spaceman	spiacente
spacer	spandere
spacesuit	spaesato
spade	spiare
span	spia
spandrel	spanare
spandrel	spanciare
spandrel	spiare
spandrel	spianare
spangle	spagliare
spangle	spalare
spangle	spanare
spangle	spinale
spangle	sprangare
spaniard	sganciare
spaniard	spacciare
spaniard	spagliare
spaniard	spaziare
spaniard	spiare
spaniard	standard
spaniel	spaiare
spaniel	svanire
spar	sparato
spar	sparto
spar	sparuto
spar	spelare
spar	sperare
spar	spia
spar	spiare
spar	spirare
spar	sposare
spare	spalare
spare	spandere
spare	sparire
spare	spargere
spare	speculare
spare	spennare
spare	spiare
spare	spianare
spare	spigolare
spare	spirare
spare	sporcare
spare	spruzzare
spare	spuntare
sparkle	spalare
sparkle	sparlare
sparkle	spinare
sparkle	spinale
sparkler	sparlare
sparkler	spiare
sparrow	sparare
sparrow	sparato
sparrow	sparire
sparrow	sparso
sparrow	sparto
sparrow	sparuto
sparse	sparlare
sparse	spellare
sparse	spiare
sparse	spiccare
sparse	spiegare
sparse	spigare
sparse	spinare
sparse	spuntare
sparse	stappare
spartan	sparare
spartan	spartano
spartan	sparuto
spastic	apatico
spastic	epatico
spastic	spasmodico
spastic	statico
spastic	statistico
spat	sparato
spat	sparuto
spatter	spiattellare
spatula	spalare
spawner	spandere
spay	spia
speaker	sperare
spear	sparso
spear	spennare
spearhead	spelare
spearhead	sperare
spearhead	spesare
special	specchiare
special	specchiato
special	specialmente
special	spia
specialisation	specificato
specialise	specialmente
specialise	specie
specialise	spinale
specialization	specificato
specialize	spinale
specialize	spirale
specific	specie
specific	specificato
specificity	specificamente
specificity	specificato
speck	specie
speckle	special
speckle	speciale
speckle	specie
speckle	speculare
spectacle	speciale
spectacular	speculare
spectacular	speculatore
spectacular	spettacolare
spectate	speculare
spectate	spettrale
spectate	spietato
spectate	spretare
spectator	spaccato
spectator	spaesato
spectator	spezzato
spectator	spiccato
spectator	spietato
spectator	stentato
spectator	sventato
spectre	specie
spectre	speculatore
spectre	spedire
spectre	spesare
spectre	spettatore
speculate	speculare
speculate	speculativo
speculate	spelare
speculate	spellare
speculate	sprecare
speculation	speculativo
speculator	speculare
speculator	speculativo
speculator	speculatore
speculator	spelare
speculator	spulare
speed	specie
speeder	spedire
speeder	splendere
spell	snello
speller	spelare
speller	svellere
spend	splendido
spender	spandere
spender	spedire
spender	sperdere
spender	splendere
spender	stendere
spender	svendere
sphinct	spinato
sphincter	spiacere
sphincter	spingere
sphinx	spino
spice	specie
spicer	spiacere
spicer	spiegare
spicer	spingere
spicule	spinale
spider	scindere
spider	spiovere
spiel	specie
spill	spillare
spillage	spiare
spillage	spillare
spillage	stillante
spillover	spillare
spin	spia
spin	spinoso
spin	spinto
spin	sprint
spine	spiacente
spine	spino
spine	spiovente
spinel	spinale
spinet	spianare
spinet	spino
spinet	spinato
spinet	spingere
spinnaker	spennare
spinnaker	spiacere
spinnaker	spianare
spinnaker	spinare
spinnaker	spinale
spinnaker	spingere
spinnaker	spintonare
spinner	spinare
spinner	spingere
spinster	spiacente
spinster	spiovente
spiracle	spiacere
spiracle	spiacente
spiracle	spiacevole
spiracle	spinale
spiracle	spiritual
spiral	special
spiral	speciale
spiral	spia
spiral	spiritual
spire	spanciare
spire	spartire
spire	spaurire
spire	spedire
spire	spiare
spire	spiacere
spire	spiazzare
spire	spigare
spire	spulciare
spire	sviare
spirit	spiritato
spirit	spiritual
spiritualise	spiritual
spiritualise	spirituale
spiritualise	spiritualizzare
spiritualise	spiritualmente
spiritualist	spiritato
spiritualist	spiritualmente
spirituality	spiritualmente
spiritualize	spirale
spiritualize	spiritual
spiritualize	spirituale
spiritualize	spiritualizzare
spiritualize	spiritualmente
spit	scipito
spit	spedito
spit	spinato
spit	spinto
spit	sprint
spitfire	sprintare
spittal	spettrale
spittal	spiritual
spittoon	spietato
spittoon	spiritato
spittoon	spiritoso
spiv	spia
splat	solato
splat	spatolato
splat	spigliato
splice	spiacere
splice	spiccare
spline	saliente
splint	spino
splint	spinato
splint	spinto
splinter	spingere
splinter	spinto
splinter	sprint
splinter	sprintare
split	solito
split	spigliato
split	sprint
spoiler	spinale
spoiler	spirale
spokeshave	spesare
spokeshave	sposare
sponge	sporgere
spoof	sporco
spool	spopolare
spool	sporco
spooler	spopolare
spore	spiare
spore	spigolare
spore	sporgere
sport	spudorato
sport	storto
spout	scout
sprain	saracino
sprain	sparagnino
sprain	spino
sprain	sprint
sprat	sparto
sprat	spiritato
sprat	sprint
sprat	spudorato
sprawler	serale
sprawler	sperabile
sprawler	spirale
sprayer	spirare
spreadeagle	stradale
spreader	sorprendere
spreader	spandere
spreader	spendere
spreader	sperdere
spreader	splendere
spreader	sprecare
spreader	spregiare
spreader	spremere
spreader	spretare
spreader	sprezzare
spreader	sprovvedere
spree	spargere
spree	spiare
spree	sporgere
spree	sprecare
spree	sprecone
sprig	sprint
sprig	spurio
spring	spingere
springbok	spino
springer	spingere
springer	sprintare
springer	stringere
sprinkle	sperabile
sprinkle	spinale
sprinkle	sprint
sprinkle	sprintare
sprinkler	spingere
sprint	spino
sprint	spinato
sprint	sprint
sprint	sprintare
sprinter	spingere
sprinter	spinto
sprinter	sporgente
sprinter	sprintare
sprinter	stridente
sprite	spartire
sprite	sprint
sprite	sprintare
sprog	sparto
sprog	sporco
sprout	sparuto
spruce	sporcare
spur	spurio
spur	sputare
spurn	sprint
spurt	spudorato
spurt	spurio
squad	squadrare
squad	squallido
squadron	squadernare
squadron	squadrare
squadron	squallido
squall	squallido
squall	squillo
squar	squadrare
square	scuoiare
square	sfuocare
square	sfuriare
square	spulare
square	spuntare
square	sputare
square	squadernare
square	squadrare
square	squamare
square	squartare
square	squilibrare
square	stuprare
square	svuotare
squat	squartare
squatter	squartare
squatter	squittire
squid	squallido
squint	squillante
squire	scucire
squire	scuoiare
squire	sfuggire
squire	sfuriare
squire	squamare
squire	studiare
squire	stupire
squirrel	squadrare
squirrel	squartare
squirrel	squillare
squirrel	squittire
squirt	squisito
squish	squisito
squit	squisito
ssat	sfasato
stabilize	stabilizzatore
stabilize	staccabile
stabilize	stimabile
stabilize	strabiliare
stabilizer	stimabile
stabilizer	strabiliare
stabilizer	strabiliante
stabl	stabilito
stablemate	strabiliante
staffer	staffilare
stag	stagno
stage	stagno
stage	stante
stagehand	stragrande
stager	spargere
stager	stingere
stagger	stasera
staging	stagionare
staging	stagionato
staging	stagno
stagnate	scattante
stagnate	stagionare
stagnate	stagionato
stagnate	stancare
stagnate	stancamente
stagnate	stante
stain	stagno
stain	stanco
stain	stante
stain	strano
stain	strapieno
staircase	staccare
staircase	statuire
staircase	stirare
stairs	statuire
stairwell	stare
stairwell	statuire
staithe	stabile
staithe	stante
staithe	straziante
stake	stante
stale	stare
stale	stagliare
stale	stante
stale	statuale
stale	stimabile
stalemate	stampato
stalemate	stremare
stalinist	staliniano
stalinist	stalinista
stalinist	stranito
stalker	stasera
stalker	statale
stallion	stabilito
stallion	stralcio
stamen	stare
stamen	stabilmente
stamen	stamane
stamen	stamani
stamen	stampare
stamen	stancamente
stamen	stranamente
stammer	stamane
stammer	stasera
stamp	stampare
stamp	stampante
stamp	stampato
stance	sbancare
stance	stagnare
stance	stravincere
stanchion	stanco
stanchion	stantio
stanchion	straccio
stanchion	stralcio
stanchion	stranito
stand	stagno
stand	stante
standardise	sbandare
standardise	stancare
standardize	sbandare
standardize	stancare
standpipe	sbandire
standpipe	stappare
stanza	stangare
stanza	stanziare
stanza	starnazzare
stanza	stazzare
staple	stabile
staple	stampare
star	sfatare
star	stanare
star	stilare
starch	stare
stare	scatolare
stare	scattare
stare	stampare
stare	stante
stare	stasare
stare	stempiare
stare	stentare
stare	sterzare
stare	stimare
stare	stomacare
stare	svalutare
stargaze	slargare
stargaze	stare
stargaze	stagliare
stargaze	stangare
stargaze	starnazzare
stargaze	stringare
starke	scattare
starke	sfatare
starke	slattare
starke	staccare
starke	stampare
starke	stanare
starke	stappare
starke	stazzare
starke	stellare
starke	stentare
starke	stipare
starke	stoppare
starke	stregare
starke	stremare
starke	strinare
starke	stuccare
starke	studiare
starke	stuprare
starke	sturare
starker	stare
starker	stasera
starker	stilare
starker	stipare
starlet	sfatare
starlet	stare
starlet	stabile
starlet	stanare
starlet	stasare
starlet	sterile
starlet	stilare
starlet	stimare
starlet	stipare
starlet	stivare
starlet	striare
starlet	sturare
starling	stringere
starling	stringare
start	stante
starter	sfatare
starter	stanare
starter	stante
starter	starnutare
starter	starnutire
starter	stasare
starter	statale
starter	stilare
starter	stimare
starter	stirare
starter	striare
starter	sturare
startle	stasare
startle	stivare
startle	striare
startle	stritolare
starve	scartare
starve	scattare
starve	sfatare
starve	slattare
starve	smaltare
starve	soave
starve	staccare
starve	stagnare
starve	stampare
starve	stancare
starve	stangare
starve	stappare
starve	stasare
starve	steccare
starve	stellare
starve	stentare
starve	sterzare
starve	stillare
starve	stimare
starve	stipare
starve	stirare
starve	stivare
starve	stonare
starve	stoppare
starve	stornare
starve	stregare
starve	stremare
starve	stuccare
starve	studiare
starve	stufare
starve	stuprare
starve	sturare
stat	stante
stat	stantio
stat	statico
stat	stonato
stat	striato
stat	stufato
state	stampante
state	stellante
statelet	stante
statelet	statuale
statesman	stamani
static	statico
static	statistico
static	statuire
static	strategico
station	stagionale
station	stantio
station	statico
station	statistico
station	statuario
station	statutario
station	stimato
station	stonato
station	strategico
station	striato
stationer	statuire
statistician	statistico
statue	stanotte
statue	stante
statue	statuale
statuette	stanotte
statuette	statuale
statuse	statale
statuse	statuale
statuse	statuire
statute	stanotte
statute	stante
statute	starnutare
stave	soave
stave	stante
steal	sleale
stealer	stabile
stealer	stasera
stealer	statale
steamboat	stampato
steamer	stamane
stearn	stellare
stearn	stentare
stearn	stremare
steep	stereo
steer	stereo
stein	stento
stencil	special
stenose	stento
stenose	stentoreo
stent	spento
stent	stante
stent	stellante
stent	stento
stent	stentoreo
stent	stridente
stepp	stepposo
steppe	stappare
steppe	stepposo
steppe	stoppare
stepson	stesso
stepson	strepitoso
stereo	etereo
stereo	stare
stereo	stellare
stereo	stendere
stereo	stentare
stereo	stereo
stereo	stereotipo
stereo	sterzare
stereo	storcere
stereo	stregare
stereotyp	stereotipo
stereotype	stereo
stereotype	stereotipo
stereotype	stereotipato
sterilize	sterzare
sterilize	stilizzare
sterilize	strigliare
stern	eterno
stern	stento
stern	storno
sterne	eternare
sterne	scernere
sterne	smettere
sterne	stare
sterne	stellare
sterne	stendere
sterne	stentare
sterne	sterile
sterne	sterminare
sterne	stingere
sterne	storcere
sterne	stornare
sterne	stregare
sterne	stremare
sterne	stridere
sterne	strinare
sterne	svernare
stetson	stesso
stetson	strepitoso
stevedore	stendere
stevedore	stravedere
stick	stoico
stifle	sterile
stigma	stimato
stigmatise	stimabile
stigmatize	stimare
stigmatize	stimabile
stigmatize	stimato
stile	stabile
stile	stanziale
stile	sterile
stile	stillante
stile	stimabile
stile	utile
stiletto	sfitto
stiletto	spietato
stiletto	stabilito
stiletto	stento
stiletto	stentato
stiletto	stolto
stiletto	stretto
stilettoe	stretto
stillwater	stilare
stillwater	strillare
stilt	stabilito
stilt	stillante
stimulant	stimato
stimulant	stimolante
stimulate	stimato
stimulate	stimolante
stimulation	stimato
stimulator	sfilato
stimulator	striato
sting	stringato
stinger	stringente
stingray	stringato
stint	stillante
stipe	stipare
stipend	stipare
stipple	sterile
stipple	stipare
stipulate	stilare
stirring	stringare
stirring	stringato
stitch	stitico
stoa	stonare
stoat	stante
stoat	stolto
stoat	stonato
stoat	storto
stoat	strozzato
stock	shock
stocky	shock
stockyard	stoccare
stoddard	standard
stoic	storico
stoker	storcere
stole	srotolare
stomach	stomacare
ston	stonato
ston	storno
stone	stante
stonor	atono
stonor	stornare
stonor	storno
stook	stoico
stook	stolto
stoop	stoico
stoop	stolto
stoop	storno
stop	storpio
stope	storpiare
stoppage	scoppiare
stoppage	stroppiare
stopper	stroppiare
storage	stirare
storage	stonare
store	srotolare
store	stereo
store	stoccare
store	storcere
store	stormire
store	storpiare
storeroom	storcere
storey	storcere
stork	storto
storm	stormire
storm	storno
storm	storto
stormy	stormire
story	storno
storyline	stormire
straddle	straccale
straddle	stradale
strafe	stradale
strafe	strafottere
strafe	striare
strafe	stuprare
straggle	stradale
straggle	strangolare
straight	straziato
straight	stringato
straighten	strapieno
strain	saracino
strain	strabico
strain	strano
strain	stranito
strain	strascinare
strain	stravincere
strain	straziante
strainer	stante
strainer	strano
strainer	straniare
strainer	straniero
strainer	strapieno
strainer	stridere
strainer	stridente
strainer	stringare
strait	straccio
strait	stracciato
strait	stralcio
strait	stranito
strait	straziato
strait	striato
strand	stradale
strand	stragrande
stranding	stranito
strange	sprangare
strange	stanare
strange	stangare
strange	stragrande
strange	strangolare
strange	strapagare
stranger	sprangare
stranger	stante
stranger	strano
strangle	sprangare
strangle	stangare
strangle	stante
strangle	straccale
strangle	stradale
strangle	strano
strangle	straniare
strangle	straniero
strangler	stangare
strangler	stingere
strangler	stradale
strangler	strangolare
strangler	straniero
strangler	stringere
strangulate	stangare
strangulate	stante
strangulate	stranamente
strap	strano
strap	strappare
strap	strappato
strat	stante
strat	strano
strat	stranito
strat	strappato
strat	stravolto
strat	straziato
strat	stressato
strat	striato
strat	strozzato
stratum	striato
stream	stregare
street	storcere
street	stregare
street	stremare
street	stretto
street	stridere
strength	stringato
strengthener	stringente
stress	stressante
stretcher	storcere
strew	stare
striate	sartoriale
striate	sterile
striate	sterminare
striate	stimare
striate	stimolante
striate	stipare
striate	stivare
striate	strabiliante
striate	stracciare
striate	straziante
striate	strigliare
striate	strillare
striate	stritolare
striate	strofinare
striate	stroppiare
striate	sturare
striation	sbrigativo
striation	stantio
striation	statico
striation	stitico
striation	strabico
striation	strategico
striation	straziato
striation	stringato
strict	strisciante
stricture	storcere
stricture	stordire
stricture	stormire
stricture	strepitare
stricture	striare
stricture	strinare
stricture	strisciare
stricture	stritolare
stride	stradale
strider	sorridere
strider	stringere
strider	stridere
strider	stridente
strike	stridere
striker	sterile
striker	straniero
striker	stridere
strimmer	straniero
strimmer	stringere
strimmer	stridere
string	stringente
stringe	stingere
stringe	straziante
stringe	stridente
stringe	stringato
stringe	stringente
stringency	stringere
stringency	stringare
stringency	stringente
stringer	stringere
stringer	stridere
stringer	stridente
stringer	stringato
stringer	stringente
stringer	struggere
stripe	sterile
stripe	stormire
stripe	stridere
stripper	stridere
strol	stolto
strol	storno
strol	storto
strol	stracolmo
strol	strano
strol	stravolto
strop	storto
strophe	stroppiare
structuralist	strutturale
structuralist	strutturalmente
structuralist	strutturato
structure	storcere
structure	struccare
struggle	struggente
